name,sexe,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
LOUISON,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.03,0.04,0.07,0.08,0.13,0.11,0.14,0.16,0.15,0.16,0.19,0.29,0.23,0.31,0.32,0.46,0.39,0.41,0.46,0.63,0.60,0.76,0.66,0.77,0.79,0.76,0.74,1.00,0.87,0.97,0.00
LOUKA,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.01,0.00,0.01,0.01,0.01,0.02,0.01,0.03,0.04,0.10,0.15,0.21,0.24,0.28,0.40,0.58,0.93,0.81,0.82,0.82,0.85,0.98,1.00,0.90,0.81,0.78,0.00
LOUKAS,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.01,0.02,0.02,0.09,0.10,0.11,0.22,0.26,0.29,0.43,0.57,0.58,0.58,0.59,0.71,1.00,0.84,0.83,0.82,0.63,0.00
LOUNA,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.04,0.04,0.08,0.13,0.23,0.28,0.36,0.45,0.57,0.69,0.80,0.86,0.96,1.00,0.97,0.91,0.82,0.81,0.83,0.69,0.59,0.00
LOUNES,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.03,0.03,0.00,0.00,0.00,0.00,0.05,0.06,0.06,0.03,0.06,0.08,0.08,0.03,0.09,0.03,0.07,0.15,0.09,0.09,0.09,0.00,0.05,0.00,0.05,0.06,0.09,0.09,0.10,0.07,0.06,0.12,0.12,0.11,0.05,0.10,0.07,0.08,0.13,0.13,0.09,0.05,0.18,0.18,0.15,0.21,0.32,0.36,0.47,0.60,0.63,0.48,0.71,0.55,0.66,0.68,0.67,0.74,0.84,0.96,0.87,0.81,0.98,1.00,0.71,0.80,0.00
LOUNIS,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.03,0.00,0.00,0.03,0.05,0.04,0.03,0.00,0.00,0.04,0.07,0.03,0.04,0.04,0.05,0.05,0.04,0.03,0.03,0.04,0.07,0.05,0.11,0.06,0.05,0.09,0.10,0.17,0.05,0.14,0.13,0.08,0.08,0.16,0.11,0.15,0.17,0.17,0.15,0.08,0.17,0.21,0.26,0.21,0.28,0.33,0.15,0.29,0.44,0.35,0.39,0.40,0.62,0.74,1.00,0.79,0.90,0.81,0.89,0.75,0.89,0.91,0.63,0.00
LOUP,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.03,0.02,0.03,0.02,0.04,0.05,0.07,0.03,0.06,0.14,0.15,0.14,0.18,0.24,0.19,0.21,0.19,0.21,0.24,0.25,0.33,0.32,0.25,0.34,0.35,0.55,0.44,0.40,0.44,0.31,0.30,0.36,0.50,0.45,0.48,0.46,0.54,0.65,0.78,1.00,0.00
LUANA,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.02,0.03,0.02,0.00,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.02,0.04,0.00,0.00,0.00,0.04,0.02,0.02,0.05,0.06,0.03,0.03,0.18,0.28,0.21,0.29,0.26,0.32,0.38,0.58,0.50,0.80,1.00,0.74,0.12,0.17,0.14,0.23,0.21,0.37,0.43,0.44,0.43,0.44,0.59,0.72,0.67,0.85,0.70,0.67,0.00
LUBIN,1,0.00,0.06,0.00,0.00,0.00,0.03,0.02,0.00,0.03,0.00,0.04,0.02,0.02,0.03,0.00,0.00,0.04,0.00,0.03,0.03,0.03,0.02,0.03,0.02,0.02,0.00,0.00,0.02,0.02,0.02,0.00,0.00,0.02,0.03,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.00,0.02,0.03,0.02,0.03,0.04,0.02,0.03,0.04,0.02,0.04,0.09,0.20,0.39,0.44,0.59,0.72,0.85,0.80,0.88,0.85,0.93,0.98,1.00,0.91,0.85,0.86,0.76,0.67,0.00
LUC,1,0.04,0.05,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.05,0.04,0.06,0.07,0.06,0.06,0.06,0.05,0.05,0.07,0.06,0.09,0.08,0.09,0.08,0.09,0.10,0.09,0.11,0.12,0.11,0.12,0.15,0.14,0.16,0.16,0.17,0.17,0.18,0.19,0.22,0.23,0.25,0.28,0.29,0.36,0.40,0.47,0.56,0.63,0.78,0.79,0.83,0.86,0.86,0.97,1.00,0.91,0.89,0.94,0.96,1.00,0.98,0.90,0.85,0.79,0.69,0.63,0.55,0.43,0.39,0.34,0.36,0.31,0.30,0.26,0.25,0.24,0.25,0.25,0.24,0.26,0.23,0.29,0.26,0.27,0.25,0.26,0.27,0.27,0.30,0.33,0.33,0.31,0.34,0.35,0.30,0.28,0.24,0.26,0.22,0.19,0.20,0.20,0.17,0.15,0.14,0.15,0.12,0.11,0.10,0.09,0.09,0.08,0.08,0.00
LUCA,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.00,0.01,0.01,0.01,0.02,0.02,0.03,0.05,0.05,0.08,0.11,0.14,0.16,0.21,0.25,0.35,0.44,0.67,0.71,0.70,0.79,0.89,0.77,0.66,0.56,0.74,0.95,0.99,1.00,0.85,0.72,0.68,0.67,0.67,0.63,0.53,0.55,0.00
LUCAS,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.03,0.05,0.06,0.08,0.11,0.14,0.16,0.17,0.29,0.32,0.39,0.52,0.66,0.77,0.88,0.87,0.96,1.00,0.89,0.73,0.72,0.74,0.78,0.73,0.78,0.71,0.63,0.60,0.60,0.58,0.54,0.51,0.46,0.00
LUCE,2,0.63,0.63,0.71,0.58,0.64,0.74,0.77,0.62,0.68,0.59,0.86,0.81,0.85,0.77,0.72,0.74,0.82,0.71,0.79,0.84,0.77,0.92,0.84,0.91,0.82,0.72,0.71,0.80,0.99,0.71,0.87,0.64,0.75,0.72,0.81,0.72,0.71,0.57,0.64,0.60,0.70,0.52,0.45,0.38,0.35,0.39,0.31,0.34,0.45,0.43,0.40,0.44,0.32,0.23,0.35,0.39,0.44,0.25,0.42,0.30,0.32,0.23,0.32,0.23,0.19,0.22,0.21,0.23,0.20,0.17,0.19,0.08,0.14,0.15,0.10,0.09,0.11,0.12,0.14,0.09,0.17,0.19,0.19,0.20,0.22,0.28,0.18,0.15,0.19,0.18,0.14,0.22,0.18,0.18,0.20,0.16,0.13,0.17,0.20,0.20,0.24,0.23,0.30,0.36,0.31,0.32,0.33,0.53,0.51,0.49,0.74,0.91,0.81,0.93,0.86,0.93,1.00,0.92,0.00
LUCETTE,2,0.03,0.03,0.03,0.03,0.03,0.05,0.05,0.06,0.08,0.08,0.10,0.12,0.15,0.18,0.20,0.20,0.21,0.29,0.35,0.40,0.45,0.54,0.63,0.67,0.69,0.73,0.78,0.83,0.86,0.89,0.89,0.88,0.95,0.98,1.00,0.95,0.92,0.87,0.81,0.79,0.69,0.70,0.61,0.60,0.54,0.53,0.50,0.46,0.41,0.38,0.35,0.31,0.29,0.25,0.21,0.19,0.16,0.14,0.12,0.11,0.09,0.08,0.06,0.06,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LUCIA,2,0.77,0.57,0.72,0.62,0.69,0.54,0.63,0.73,0.77,0.56,0.48,0.65,0.56,0.58,0.62,0.70,0.64,0.57,0.43,0.48,0.51,0.37,0.39,0.50,0.59,0.50,0.56,0.52,0.56,0.43,0.40,0.46,0.36,0.29,0.30,0.24,0.22,0.25,0.17,0.20,0.25,0.16,0.17,0.13,0.14,0.11,0.04,0.11,0.06,0.14,0.17,0.15,0.14,0.16,0.17,0.19,0.23,0.24,0.29,0.39,0.42,0.45,0.47,0.40,0.50,0.38,0.46,0.42,0.54,0.45,0.51,0.51,0.45,0.44,0.56,0.48,0.35,0.35,0.29,0.30,0.23,0.22,0.32,0.28,0.25,0.37,0.29,0.24,0.26,0.18,0.26,0.21,0.21,0.15,0.19,0.21,0.18,0.24,0.24,0.25,0.26,0.26,0.33,0.36,0.41,0.45,0.50,0.56,0.56,0.51,0.58,0.65,0.80,0.84,0.81,0.89,0.95,1.00,0.00
LUCIANA,2,0.00,0.00,0.00,0.08,0.00,0.07,0.00,0.00,0.07,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.08,0.06,0.11,0.00,0.00,0.00,0.00,0.06,0.06,0.08,0.06,0.00,0.00,0.00,0.12,0.07,0.00,0.00,0.06,0.04,0.00,0.09,0.05,0.04,0.00,0.08,0.10,0.13,0.11,0.20,0.17,0.24,0.25,0.23,0.19,0.22,0.21,0.22,0.19,0.19,0.25,0.21,0.16,0.15,0.11,0.30,0.23,0.23,0.16,0.08,0.19,0.14,0.09,0.12,0.17,0.13,0.19,0.08,0.17,0.09,0.11,0.20,0.14,0.12,0.29,0.19,0.15,0.08,0.08,0.13,0.19,0.24,0.30,0.18,0.27,0.34,0.47,0.42,0.47,0.44,0.50,0.53,0.60,0.61,0.78,0.92,0.81,0.69,1.00,0.74,0.91,0.00
LUCIANO,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.04,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.04,0.05,0.16,0.18,0.14,0.09,0.12,0.06,0.08,0.08,0.11,0.10,0.08,0.14,0.09,0.05,0.11,0.05,0.04,0.06,0.00,0.07,0.00,0.00,0.03,0.00,0.07,0.09,0.16,0.14,0.13,0.12,0.10,0.10,0.07,0.18,0.25,0.29,0.28,0.34,0.42,0.34,0.30,0.34,0.31,0.33,0.36,0.36,0.32,0.30,0.35,0.35,0.41,0.37,0.31,0.28,0.25,0.24,0.19,0.22,0.37,0.28,0.24,0.26,0.19,0.17,0.25,0.12,0.28,0.18,0.18,0.09,0.20,0.16,0.09,0.18,0.24,0.22,0.21,0.38,0.46,0.34,0.30,0.41,0.24,0.51,0.58,0.54,0.60,0.69,0.75,0.68,0.82,0.80,1.00,1.00,0.00
LUCIE,2,1.00,0.97,0.91,0.91,0.85,0.85,0.85,0.79,0.78,0.77,0.72,0.71,0.67,0.67,0.61,0.56,0.58,0.53,0.52,0.55,0.52,0.48,0.47,0.45,0.43,0.39,0.36,0.35,0.31,0.27,0.26,0.25,0.25,0.24,0.21,0.20,0.19,0.17,0.16,0.15,0.13,0.12,0.11,0.09,0.08,0.07,0.06,0.06,0.05,0.06,0.05,0.05,0.04,0.05,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.07,0.09,0.10,0.14,0.19,0.24,0.29,0.44,0.56,0.58,0.61,0.65,0.65,0.69,0.64,0.64,0.63,0.61,0.57,0.54,0.56,0.54,0.71,0.83,0.76,0.76,0.78,0.75,0.66,0.65,0.75,0.66,0.59,0.55,0.49,0.44,0.43,0.40,0.47,0.46,0.47,0.43,0.40,0.00
LUCIEN,1,0.72,0.73,0.74,0.77,0.79,0.82,0.83,0.84,0.83,0.87,0.87,0.89,0.92,0.91,0.86,0.81,0.90,0.91,0.96,1.00,0.97,0.94,0.94,0.93,0.87,0.84,0.82,0.82,0.80,0.76,0.74,0.68,0.69,0.67,0.62,0.60,0.58,0.52,0.48,0.46,0.45,0.41,0.38,0.32,0.30,0.28,0.27,0.25,0.23,0.22,0.20,0.19,0.17,0.15,0.13,0.11,0.12,0.11,0.10,0.09,0.08,0.07,0.06,0.05,0.05,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.06,0.08,0.07,0.08,0.00
LUCIENNE,2,0.59,0.62,0.65,0.70,0.71,0.73,0.78,0.81,0.81,0.85,0.85,0.87,0.88,0.90,0.88,0.87,0.98,0.97,1.00,0.96,0.98,0.96,0.90,0.86,0.80,0.74,0.73,0.66,0.64,0.60,0.56,0.54,0.51,0.48,0.47,0.45,0.43,0.38,0.35,0.32,0.31,0.26,0.25,0.21,0.20,0.19,0.16,0.15,0.12,0.13,0.12,0.10,0.09,0.08,0.07,0.06,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
LUCILE,2,0.15,0.15,0.14,0.14,0.16,0.14,0.15,0.13,0.15,0.16,0.15,0.16,0.14,0.12,0.14,0.14,0.19,0.16,0.17,0.19,0.17,0.15,0.16,0.18,0.15,0.15,0.13,0.13,0.11,0.14,0.14,0.17,0.18,0.15,0.14,0.14,0.18,0.14,0.13,0.13,0.12,0.14,0.12,0.11,0.09,0.10,0.10,0.10,0.09,0.08,0.11,0.09,0.08,0.08,0.07,0.06,0.06,0.06,0.07,0.08,0.08,0.10,0.08,0.09,0.10,0.08,0.11,0.11,0.14,0.15,0.14,0.14,0.12,0.15,0.13,0.13,0.13,0.13,0.18,0.24,0.25,0.27,0.33,0.47,0.51,0.60,0.59,0.68,0.92,0.91,1.00,0.87,0.86,0.87,0.83,0.77,0.67,0.74,0.69,0.66,0.62,0.60,0.58,0.48,0.52,0.55,0.48,0.41,0.45,0.44,0.41,0.40,0.38,0.36,0.30,0.31,0.29,0.24,0.00
LUCILLE,2,0.05,0.03,0.05,0.05,0.05,0.03,0.04,0.04,0.08,0.09,0.03,0.06,0.04,0.07,0.08,0.06,0.05,0.04,0.05,0.04,0.05,0.03,0.04,0.02,0.04,0.02,0.03,0.02,0.03,0.02,0.02,0.01,0.01,0.01,0.03,0.01,0.01,0.02,0.01,0.02,0.02,0.03,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.01,0.01,0.00,0.00,0.01,0.01,0.00,0.01,0.02,0.04,0.05,0.03,0.07,0.05,0.10,0.18,0.18,0.23,0.23,0.33,0.43,0.55,0.62,0.64,0.72,0.78,1.00,0.81,0.82,0.80,0.81,0.78,0.68,0.93,0.92,0.88,0.73,0.55,0.54,0.49,0.53,0.45,0.44,0.42,0.39,0.36,0.35,0.24,0.35,0.27,0.24,0.24,0.18,0.19,0.00
LUCINDA,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.06,0.13,0.05,0.18,0.15,0.29,0.19,0.25,0.27,0.26,0.09,0.10,0.09,0.21,0.07,0.73,0.31,0.28,0.94,0.87,0.39,0.30,0.43,0.34,0.36,0.36,0.51,0.41,0.33,0.37,1.00,0.60,0.47,0.50,0.92,0.58,0.55,0.77,0.43,0.38,0.37,0.40,0.30,0.29,0.36,0.27,0.21,0.28,0.25,0.18,0.16,0.24,0.21,0.00
LUCY,2,0.05,0.06,0.05,0.03,0.03,0.07,0.05,0.06,0.01,0.03,0.04,0.02,0.04,0.05,0.04,0.04,0.03,0.06,0.03,0.04,0.03,0.04,0.03,0.03,0.02,0.02,0.03,0.02,0.04,0.02,0.02,0.01,0.02,0.03,0.01,0.01,0.00,0.01,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.05,0.07,0.15,0.19,0.27,0.16,0.20,0.19,0.17,0.18,0.18,0.22,0.20,0.18,0.15,0.18,0.19,0.39,0.50,0.37,0.40,0.62,0.61,0.54,0.65,0.59,0.52,0.49,0.46,0.43,0.44,0.45,0.44,0.53,0.61,1.00,0.86,0.82,0.00
LUDIVINE,2,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.24,0.24,0.49,0.59,0.61,0.57,0.73,0.77,0.75,0.91,1.00,0.86,0.81,0.76,0.80,0.75,0.93,0.81,0.77,0.67,0.61,0.63,0.66,0.71,0.55,0.55,0.47,0.41,0.39,0.33,0.32,0.30,0.25,0.19,0.18,0.16,0.12,0.11,0.10,0.08,0.07,0.07,0.06,0.05,0.04,0.00
LUDMILA,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.14,0.11,0.20,0.20,0.12,0.28,0.23,0.11,0.21,0.09,0.13,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.15,0.06,0.08,0.08,0.06,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.11,0.08,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.15,0.10,0.06,0.06,0.09,0.12,0.00,0.12,0.20,0.17,0.16,0.09,0.11,0.36,0.26,0.37,0.28,0.21,0.37,0.42,0.56,0.49,0.50,0.53,0.40,0.64,1.00,0.89,0.53,0.84,0.50,0.76,0.84,0.77,0.84,0.83,0.81,0.89,0.68,0.79,0.67,0.57,0.48,0.67,0.46,0.40,0.58,0.34,0.00
LUDMILLA,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.08,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.06,0.10,0.10,0.06,0.06,0.12,0.14,0.06,0.10,0.08,0.20,0.10,0.09,0.06,0.00,0.08,0.14,0.27,0.27,0.39,0.67,0.56,0.31,0.52,0.42,0.83,0.40,0.68,0.48,0.65,0.31,0.50,0.56,0.55,0.67,0.62,0.74,0.86,0.74,0.72,0.72,0.85,0.86,0.65,0.77,0.97,0.98,0.79,1.00,0.98,0.79,0.98,0.98,0.86,0.47,0.79,0.63,0.56,0.57,0.52,0.42,0.40,0.34,0.15,0.13,0.18,0.11,0.00
LUDOVIC,1,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.04,0.05,0.08,0.11,0.14,0.18,0.19,0.27,0.36,0.44,0.45,0.41,0.50,0.47,0.71,1.00,0.99,0.91,0.87,0.76,0.77,0.72,0.71,0.66,0.61,0.53,0.49,0.43,0.38,0.33,0.30,0.28,0.26,0.24,0.22,0.19,0.17,0.15,0.13,0.12,0.10,0.07,0.06,0.06,0.04,0.04,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00
