name,sexe,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
EDWIGE,2,0.16,0.15,0.14,0.19,0.15,0.15,0.15,0.17,0.17,0.17,0.21,0.18,0.19,0.20,0.14,0.17,0.16,0.17,0.20,0.16,0.11,0.13,0.16,0.14,0.21,0.24,0.21,0.21,0.18,0.20,0.20,0.22,0.21,0.23,0.23,0.24,0.21,0.24,0.22,0.29,0.28,0.30,0.37,0.41,0.44,0.50,0.52,0.52,0.54,0.54,0.57,0.68,0.66,0.71,0.69,0.76,0.68,0.68,0.69,0.50,0.50,0.51,0.51,0.60,0.60,0.56,0.54,0.57,0.63,0.72,0.82,0.86,0.99,0.99,1.00,0.96,0.89,0.95,0.85,0.95,0.90,0.74,0.74,0.68,0.73,0.67,0.60,0.49,0.42,0.42,0.41,0.34,0.30,0.28,0.25,0.24,0.16,0.16,0.14,0.17,0.11,0.10,0.08,0.07,0.06,0.08,0.05,0.06,0.03,0.04,0.03,0.04,0.02,0.02,0.02,0.03,0.01,0.02,0.00
EDWIN,1,0.00,0.00,0.00,0.06,0.05,0.00,0.09,0.00,0.03,0.00,0.06,0.04,0.07,0.07,0.07,0.00,0.00,0.00,0.05,0.09,0.03,0.00,0.03,0.05,0.04,0.03,0.08,0.06,0.08,0.05,0.05,0.07,0.04,0.00,0.11,0.05,0.07,0.08,0.05,0.04,0.05,0.06,0.12,0.07,0.08,0.00,0.06,0.04,0.03,0.04,0.04,0.05,0.00,0.05,0.03,0.02,0.05,0.03,0.09,0.07,0.04,0.04,0.05,0.02,0.04,0.02,0.04,0.02,0.04,0.06,0.03,0.02,0.04,0.07,0.09,0.03,0.06,0.07,0.08,0.09,0.18,0.18,0.28,0.23,0.24,0.22,0.27,0.44,0.52,0.59,0.63,0.61,0.75,0.78,0.85,0.93,0.79,1.00,0.98,0.82,0.82,0.79,0.68,0.64,0.60,0.42,0.37,0.36,0.35,0.36,0.32,0.29,0.28,0.16,0.25,0.32,0.25,0.16,0.00
EGLANTINE,2,0.81,0.75,1.00,1.00,0.78,0.99,0.89,0.78,0.95,0.91,0.72,0.75,0.70,0.67,0.62,0.52,0.34,0.48,0.41,0.56,0.43,0.44,0.33,0.35,0.37,0.30,0.21,0.24,0.22,0.24,0.13,0.13,0.19,0.08,0.16,0.10,0.14,0.09,0.11,0.07,0.09,0.06,0.04,0.06,0.02,0.03,0.03,0.03,0.05,0.04,0.06,0.03,0.04,0.03,0.01,0.03,0.04,0.00,0.03,0.02,0.01,0.00,0.02,0.00,0.01,0.01,0.01,0.01,0.03,0.00,0.01,0.04,0.04,0.09,0.14,0.10,0.21,0.17,0.24,0.32,0.40,0.32,0.35,0.34,0.30,0.28,0.18,0.26,0.24,0.31,0.28,0.33,0.25,0.16,0.21,0.15,0.17,0.25,0.26,0.30,0.63,0.65,0.59,0.62,0.63,0.55,0.66,0.55,0.54,0.43,0.44,0.48,0.37,0.36,0.28,0.28,0.28,0.18,0.00
EILEEN,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.04,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.04,0.04,0.00,0.05,0.03,0.04,0.07,0.03,0.04,0.15,0.32,0.32,0.28,0.18,0.16,0.09,0.15,0.16,0.13,0.20,0.17,0.26,0.20,0.32,0.42,0.48,0.64,0.86,0.90,0.74,0.76,0.89,0.77,1.00,0.79,0.90,0.81,0.96,0.98,0.00
EL,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.03,0.04,0.00,0.06,0.00,0.07,0.06,0.04,0.12,0.07,0.14,0.17,0.26,0.07,0.11,0.18,0.15,0.17,0.19,0.17,0.19,0.26,0.26,0.26,0.44,0.42,0.46,0.51,0.75,0.62,0.62,0.96,0.85,0.82,0.96,0.76,0.61,0.81,1.00,0.76,0.81,0.80,0.66,0.73,0.80,0.54,0.59,0.55,0.66,0.75,0.64,0.69,0.85,0.97,0.74,0.94,0.90,0.87,0.67,0.83,0.87,0.77,0.81,0.66,0.55,0.77,0.94,0.85,0.00
ELA,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.02,0.02,0.00,0.00,0.03,0.03,0.02,0.05,0.03,0.07,0.04,0.05,0.12,0.13,0.25,0.34,0.42,0.60,0.89,0.76,0.85,0.81,1.00,0.89,0.76,0.83,0.62,0.92,0.00
ELAIA,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.11,0.07,0.25,0.20,0.33,0.40,0.51,0.57,0.54,0.62,0.72,0.77,0.78,0.81,0.88,0.90,1.00,0.00
ELEA,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.04,0.03,0.09,0.08,0.07,0.10,0.14,0.10,0.15,0.21,0.34,0.38,0.45,0.49,0.52,0.63,0.76,0.69,0.78,0.89,0.85,0.90,0.99,1.00,0.99,0.83,0.77,0.84,0.83,0.78,0.00
ELEANA,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.02,0.04,0.03,0.06,0.03,0.04,0.07,0.08,0.09,0.08,0.18,0.26,0.22,0.28,0.29,0.39,0.44,0.65,0.56,0.75,0.90,1.00,0.86,0.93,0.91,0.00
ELEANOR,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.04,0.03,0.02,0.00,0.02,0.05,0.04,0.08,0.07,0.05,0.04,0.08,0.08,0.07,0.13,0.04,0.10,0.14,0.26,0.37,0.30,0.33,0.42,0.30,0.39,0.34,0.41,0.52,0.56,0.58,0.85,1.00,0.94,0.00
ELEANORE,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.00,0.00,0.03,0.02,0.06,0.05,0.05,0.08,0.14,0.31,0.29,0.31,0.39,0.36,0.33,0.41,0.52,0.60,0.68,0.60,0.88,0.72,1.00,0.00
ELENA,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.04,0.05,0.05,0.07,0.06,0.07,0.09,0.11,0.09,0.10,0.09,0.12,0.13,0.15,0.17,0.23,0.22,0.27,0.29,0.31,0.36,0.36,0.40,0.42,0.51,0.61,0.73,0.87,0.85,0.98,0.98,1.00,0.00
ELEONORE,2,0.51,0.50,0.43,0.46,0.40,0.44,0.35,0.36,0.32,0.35,0.38,0.35,0.32,0.34,0.27,0.34,0.26,0.23,0.29,0.22,0.19,0.20,0.18,0.18,0.20,0.19,0.15,0.16,0.17,0.14,0.15,0.12,0.11,0.10,0.09,0.08,0.08,0.11,0.09,0.08,0.07,0.08,0.07,0.07,0.06,0.05,0.02,0.04,0.05,0.05,0.05,0.07,0.05,0.04,0.03,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.05,0.06,0.06,0.04,0.04,0.06,0.08,0.09,0.11,0.10,0.13,0.12,0.11,0.15,0.15,0.14,0.18,0.24,0.28,0.37,0.30,0.30,0.33,0.36,0.34,0.42,0.36,0.41,0.43,0.48,0.48,0.52,0.62,0.57,0.57,0.61,0.55,0.55,0.50,0.51,0.48,0.60,0.68,0.60,0.62,0.69,0.58,0.67,0.65,0.70,0.76,0.85,0.80,0.94,0.95,1.00,0.00
ELFRIEDE,2,0.11,0.19,0.20,0.21,0.16,0.28,0.20,0.29,0.30,0.26,0.29,0.30,0.35,0.35,0.34,0.57,0.73,0.59,0.61,0.23,0.09,0.07,0.05,0.04,0.14,0.18,0.10,0.12,0.11,0.10,0.20,0.14,0.13,0.20,0.20,0.10,0.15,0.14,0.21,0.12,0.27,1.00,0.83,0.64,0.60,0.04,0.04,0.03,0.06,0.05,0.11,0.10,0.05,0.08,0.04,0.08,0.04,0.04,0.07,0.05,0.06,0.03,0.00,0.03,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ELI,1,0.07,0.05,0.04,0.00,0.08,0.08,0.07,0.00,0.06,0.08,0.03,0.03,0.03,0.00,0.03,0.07,0.08,0.00,0.10,0.00,0.04,0.05,0.05,0.05,0.00,0.05,0.04,0.03,0.05,0.03,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.03,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.00,0.00,0.04,0.00,0.00,0.03,0.04,0.02,0.02,0.02,0.03,0.00,0.00,0.04,0.05,0.11,0.06,0.09,0.05,0.08,0.05,0.06,0.10,0.10,0.13,0.11,0.10,0.15,0.21,0.21,0.21,0.26,0.35,0.38,0.57,0.67,0.70,0.77,0.91,1.00,0.00
ELIA,2,0.21,0.27,0.22,0.29,0.26,0.28,0.31,0.28,0.23,0.21,0.22,0.30,0.25,0.26,0.27,0.26,0.23,0.17,0.19,0.16,0.19,0.23,0.19,0.22,0.24,0.17,0.15,0.16,0.14,0.11,0.14,0.13,0.09,0.10,0.07,0.06,0.08,0.06,0.07,0.05,0.04,0.02,0.03,0.02,0.02,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.04,0.03,0.05,0.06,0.04,0.07,0.06,0.06,0.08,0.08,0.06,0.12,0.15,0.14,0.18,0.22,0.31,0.26,0.32,0.39,0.40,0.45,0.52,0.52,0.48,0.54,0.61,0.60,0.72,0.70,0.77,0.78,1.00,0.89,0.00
ELIAN,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.04,0.05,0.06,0.10,0.04,0.10,0.03,0.11,0.07,0.05,0.11,0.11,0.07,0.06,0.10,0.12,0.12,0.13,0.17,0.24,0.23,0.22,0.23,0.22,0.20,0.22,0.23,0.26,0.16,0.18,0.18,0.20,0.11,0.24,0.18,0.14,0.13,0.19,0.22,0.16,0.16,0.10,0.09,0.12,0.12,0.15,0.10,0.11,0.15,0.12,0.20,0.11,0.11,0.20,0.13,0.12,0.19,0.15,0.19,0.20,0.21,0.23,0.21,0.17,0.23,0.24,0.34,0.38,0.30,0.46,0.69,0.61,0.80,0.77,0.78,0.68,1.00,0.70,0.85,0.80,0.71,0.75,0.64,0.64,0.62,0.57,0.74,0.57,0.00
ELIANA,2,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.00,0.02,0.00,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.00,0.02,0.00,0.01,0.03,0.02,0.02,0.02,0.06,0.00,0.04,0.01,0.03,0.04,0.04,0.01,0.02,0.02,0.00,0.03,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.01,0.01,0.02,0.00,0.02,0.03,0.03,0.04,0.02,0.02,0.01,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.01,0.00,0.02,0.00,0.01,0.00,0.01,0.00,0.01,0.02,0.02,0.02,0.03,0.01,0.03,0.02,0.03,0.04,0.04,0.05,0.06,0.10,0.09,0.09,0.14,0.14,0.18,0.23,0.26,0.37,0.44,0.52,0.59,0.70,0.77,0.77,1.00,0.00
ELIANE,2,0.04,0.04,0.04,0.05,0.05,0.06,0.07,0.07,0.07,0.09,0.11,0.12,0.15,0.14,0.15,0.14,0.17,0.23,0.23,0.26,0.29,0.35,0.38,0.42,0.49,0.53,0.58,0.64,0.63,0.69,0.78,0.82,0.88,0.90,0.94,0.94,0.99,0.99,0.98,0.98,0.96,0.96,0.99,0.97,0.98,1.00,0.97,0.94,0.90,1.00,0.93,0.95,0.87,0.74,0.68,0.66,0.57,0.52,0.48,0.42,0.36,0.32,0.30,0.23,0.20,0.16,0.14,0.11,0.09,0.08,0.06,0.06,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.00
ELIANNE,2,0.12,0.19,0.10,0.15,0.12,0.28,0.16,0.22,0.09,0.20,0.22,0.19,0.31,0.21,0.31,0.30,0.34,0.39,0.51,0.37,0.38,0.49,0.43,0.53,0.69,0.53,0.68,0.77,0.64,0.85,0.89,0.79,0.92,1.00,0.72,0.85,0.80,0.89,0.71,0.98,0.84,0.68,0.37,0.51,0.43,0.58,0.44,0.49,0.39,0.47,0.34,0.42,0.24,0.21,0.25,0.19,0.20,0.13,0.10,0.11,0.06,0.09,0.04,0.00,0.04,0.04,0.00,0.03,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.04,0.00,0.03,0.00,0.03,0.00,0.00
ELIAS,1,0.01,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.01,0.00,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.02,0.03,0.03,0.04,0.05,0.05,0.10,0.11,0.16,0.21,0.25,0.26,0.30,0.33,0.36,0.39,0.48,0.55,0.62,0.72,0.75,0.78,0.87,0.88,0.90,0.82,0.78,0.76,0.86,0.78,0.85,0.82,0.89,1.00,0.00
ELIE,1,0.89,0.91,1.00,0.92,0.92,0.98,0.93,0.89,0.95,0.92,0.89,0.93,0.85,0.92,0.82,0.86,0.76,0.77,0.78,0.71,0.79,0.80,0.79,0.76,0.69,0.70,0.63,0.58,0.61,0.52,0.54,0.52,0.54,0.48,0.44,0.43,0.46,0.34,0.34,0.32,0.29,0.34,0.26,0.24,0.23,0.22,0.20,0.17,0.18,0.15,0.15,0.14,0.12,0.10,0.12,0.11,0.11,0.11,0.12,0.10,0.09,0.10,0.08,0.08,0.09,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.07,0.07,0.07,0.10,0.09,0.09,0.12,0.11,0.12,0.14,0.16,0.18,0.18,0.20,0.20,0.22,0.26,0.24,0.24,0.25,0.24,0.24,0.21,0.27,0.23,0.29,0.26,0.22,0.24,0.27,0.28,0.25,0.25,0.23,0.28,0.32,0.28,0.27,0.31,0.30,0.35,0.00
ELIES,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.03,0.00,0.05,0.04,0.08,0.06,0.06,0.04,0.04,0.04,0.00,0.05,0.08,0.12,0.11,0.21,0.25,0.19,0.40,0.49,0.57,0.33,0.53,0.58,0.71,1.00,0.91,0.99,0.98,0.80,0.80,0.84,0.73,0.76,0.97,0.63,0.53,0.30,0.44,0.31,0.30,0.27,0.19,0.00
ELIETTE,2,0.00,0.00,0.06,0.04,0.10,0.10,0.10,0.13,0.16,0.13,0.19,0.19,0.25,0.20,0.23,0.26,0.33,0.31,0.30,0.35,0.43,0.50,0.60,0.49,0.57,0.54,0.68,0.64,0.76,0.77,0.79,0.85,0.91,1.00,0.87,0.90,0.93,0.96,0.86,0.91,0.77,0.82,0.66,0.75,0.76,0.68,0.67,0.57,0.60,0.62,0.56,0.49,0.49,0.37,0.41,0.37,0.40,0.30,0.21,0.26,0.21,0.16,0.11,0.13,0.12,0.14,0.07,0.08,0.08,0.06,0.05,0.07,0.05,0.03,0.03,0.05,0.06,0.05,0.05,0.02,0.07,0.03,0.05,0.03,0.03,0.03,0.05,0.05,0.03,0.03,0.03,0.03,0.03,0.05,0.02,0.02,0.02,0.03,0.02,0.04,0.03,0.05,0.03,0.07,0.06,0.06,0.06,0.06,0.12,0.06,0.09,0.06,0.05,0.05,0.04,0.04,0.08,0.07,0.00
ELIF,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.02,0.03,0.06,0.04,0.06,0.07,0.08,0.05,0.08,0.10,0.07,0.08,0.11,0.08,0.14,0.13,0.14,0.20,0.18,0.19,0.21,0.21,0.25,0.21,0.28,0.23,0.26,0.20,0.29,0.31,0.32,0.40,0.52,0.45,0.51,0.49,0.64,0.65,0.72,0.84,1.00,0.85,0.99,0.00
ELIJAH,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.05,0.04,0.08,0.09,0.16,0.22,0.23,0.26,0.33,0.37,0.47,0.50,0.46,0.45,0.56,0.61,0.69,0.65,0.88,1.00,0.00
ELINA,2,0.08,0.07,0.09,0.07,0.04,0.08,0.08,0.07,0.05,0.04,0.06,0.04,0.06,0.06,0.05,0.05,0.04,0.06,0.04,0.04,0.05,0.04,0.03,0.04,0.03,0.03,0.02,0.03,0.02,0.02,0.02,0.03,0.01,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.00,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.03,0.02,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.06,0.06,0.06,0.06,0.06,0.07,0.08,0.07,0.17,0.21,0.20,0.25,0.26,0.27,0.32,0.39,0.45,0.52,0.70,0.76,0.77,0.72,0.77,0.93,0.93,1.00,0.95,0.97,0.96,1.00,0.00
ELINE,2,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.02,0.01,0.02,0.00,0.00,0.00,0.02,0.02,0.01,0.02,0.01,0.01,0.00,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.02,0.01,0.01,0.00,0.01,0.01,0.00,0.02,0.01,0.00,0.01,0.00,0.01,0.01,0.00,0.00,0.01,0.02,0.02,0.02,0.03,0.02,0.03,0.04,0.05,0.05,0.07,0.03,0.07,0.07,0.08,0.09,0.10,0.09,0.13,0.11,0.16,0.15,0.14,0.16,0.18,0.19,0.20,0.26,0.26,0.28,0.35,0.39,0.40,0.58,0.59,0.72,0.66,0.72,0.81,0.85,0.81,0.87,0.85,1.00,0.92,0.00
